institute,institute_code,course,category,cutoff_rank,year,round
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,3BK,86716,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,3BR,82164,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,GM,54199,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,GMK,64156,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,GMR,68346,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,SCG,89571,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,SCK,90786,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,SCR,98119,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,STG,104430,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CE Civil,STR,105733,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,1G,4711,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,2AG,4503,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,2AK,7296,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,2AR,5693,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,2BG,4589,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,2BR,7166,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,3AG,2769,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,3AR,4674,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,3BG,2889,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,3BR,4709,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,GM,2381,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,GMK,3599,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,GMR,4590,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,SCG,16022,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,SCK,17797,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,SCR,18002,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,STG,14085,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,STK,16438,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,CS Computers,STR,20958,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,1G,15177,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,1R,18548,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,2AG,9878,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,2AK,15407,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,2AR,11817,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,2BG,14932,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,3AG,7229,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,3AK,19840,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,3AR,11206,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,3BG,7649,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,3BR,10785,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,GM,6878,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,GMK,10960,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,GMR,10726,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,SCG,33384,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,SCK,46591,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,SCR,40719,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,STG,29072,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EC Electronics,STR,30200,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,1G,27073,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,1R,54121,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,2AG,27069,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,2AK,32204,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,2AR,43255,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,2BG,38348,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,2BK,50948,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,2BR,89610,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,3AG,21517,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,3BG,22779,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,3BR,31736,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,GM,17701,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,GMK,28703,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,GMR,31268,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,SCG,60859,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,SCK,73849,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,SCR,74966,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,STG,64153,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,EE Electrical,STR,72997,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,1G,8475,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,2AG,5718,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,2AR,7313,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,2BG,8098,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,3AG,3566,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,3BG,4122,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,GM,3453,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,GMK,7193,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,GMR,5695,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,SCG,24191,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,SCK,31375,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,SCR,31745,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,STG,23218,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,IE Info.Science,STR,24028,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,1G,78384,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,1R,84665,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,2AG,78536,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,2AK,86868,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,2AR,88362,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,2BG,86388,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,2BR,138054,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,3AG,58156,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,3AR,82171,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,3BG,66106,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,3BK,77671,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,3BR,80740,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,GM,50201,2023,R1
University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. ),E001,ME Mechanical,GMK,74224,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,1G,107340,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,2AG,103278,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,2AR,11003,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,2BG,98497,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,3AG,92314,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,3BG,95051,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,3BR,103463,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,GM,92293,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,GMK,92655,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,GMR,101907,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CE Civil,SCG,109723,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,1G,13400,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,2AG,14868,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,2AK,18219,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,2AR,16172,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,2BG,16582,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,3AG,12362,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,3BG,11775,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,3BR,13421,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,GM,11659,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,GMK,12468,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,GMR,12912,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,SCG,29566,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,SCK,36626,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,SCR,38255,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,STG,26429,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,CS Computers,STR,36547,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,1G,34683,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,1R,38914,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,2AG,28615,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,2AK,36985,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,2AR,30430,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,2BG,37556,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,3AG,26021,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,3AR,32410,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,3BG,25329,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,GM,24842,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,GMK,28303,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,GMR,29803,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,SCG,57612,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,SCK,58040,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,SCR,58499,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,EC Electronics,STG,81627,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,1G,164052,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,2AG,142074,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,2AR,1709,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,2BG,214,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,2BK,5685,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,SCG,1801,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,SCK,4716,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,ST Silk Tech.,SCR,9092,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,1G,170394,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,2AG,176121,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,2BG,164403,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,3AG,1643,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,3AK,9419,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,3AR,2913,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,3BK,173683,2023,R1
S K S J T Institute of Engineering. Bangalore,E002,TX Textiles,SCK,199981,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,1G,46793,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,2AG,45038,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,2AR,66687,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,2BG,76021,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,3AG,39107,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,3BG,50944,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,3BK,90422,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,GM,37604,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,GMK,77705,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,GMR,61528,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,SCG,81416,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,SCR,11108,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,STG,179398,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,CE Civil,STR,131971,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,1G,5251,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,1R,8613,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,2AG,5480,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,2AK,11124,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,2AR,6436,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,2BG,8284,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,3AG,3435,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,3BG,3830,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,GM,1998,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,GMK,6227,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,GMR,3894,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,SCG,24630,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,SCK,47314,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,SCR,35545,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EC Electronics,STG,24786,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,1G,25274,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,2AG,17834,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,2AR,18654,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,2BG,11113,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,3AG,11450,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,3BG,11090,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,3BR,22534,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,GM,8345,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,GMK,15787,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,GMR,17602,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,SCG,46280,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,SCR,74985,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,STG,51371,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,STK,80710,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,EE Electrical,STR,109321,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,1G,60836,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,2AG,75155,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,2AK,122007,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,2AR,87905,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,2BG,86500,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,2BR,183529,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,3AG,51790,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,3AR,92500,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,3BG,54319,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,GMR,1947,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,SCG,5516,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,IM Ind. Engg. Mgmt.,SCK,5009,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,1G,68046,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,1K,94196,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,1R,69929,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,2AG,37487,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,2AR,74434,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,2BG,39647,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,3AG,28748,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,3BG,38650,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,3BR,75117,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,GM,20448,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,GMK,36575,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,GMR,42559,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,SCG,99204,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,SCR,1131,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,STG,411,2023,R1
"B M S College of Engineering Basavanagudi,Bangalore",E003,ME Mechanical,STK,7491,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CE Civil,1G,118231,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CE Civil,2BG,99460,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CE Civil,3AG,94947,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CE Civil,3BK,168062,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,1G,8862,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,2AG,9409,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,2AR,9790,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,2BG,9492,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,3AG,7422,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,3AK,11482,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,3BG,8444,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,3BR,9482,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,GM,7369,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,GMK,7672,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,GMR,9414,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,SCG,22137,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,SCR,26488,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,STG,22450,2023,R1
Dr. Ambedkar Institute Of Technology Bangalore,E004,CS Computers,STR,29445,2023,R1
